Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
377,decided,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
378,decided,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
379,treat,VB,the,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
380,treat,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
381,treat,VB,more,JJR,ADVP,VB1VP0PP-MNR0PP0ADVP0,1,ARGM-MNR
382,treat,VB,royalty,NN,NP,VB1VP0PP-MNR0PP0NP0,1,ARG2-like
383,prove,VB,*,-NONE-,-NONE-,VB1VP1VP1S0NP-SBJ0-NONE-0,0,ARG0
384,prove,VB,to,TO,PP-CLR,VB1VP0PP-CLR0,1,ARG2-to
386,expand,VB,a,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG1
387,receiving,VBG,end,NN,NN,VBG1NP0NN0,1,ARG0
391,joined,VBD,for,IN,PP,VBD1VP0PP0,1,ARGM-PNC
392,followed,VBD,Champagne,NN,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
393,raced,VBD,The,DT,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
394,raced,VBD,with,IN,PP,VBD1VP1S0PP0,0,ARGM-MNR
395,raced,VBD,busloads,NNS,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
396,raced,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG1-to
397,raced,VBD,*-1,-NONE-,S-ADV,VBD1VP0S-ADV0,1,ARGM-ADV
398,make,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
399,make,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
400,make,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
402,welcomed,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
403,held,VBN,A,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
405,banned,VBN,food,NN,NP-SBJ-2,VBN1VP1VP1S0NP-SBJ-20,0,ARG1
407,banned,VBN,the,DT,NP,VBN1VP1VP1S1SBAR-LOC1VP0PP-LOC0NP0,0,ARGM-LOC
409,hauled,VBD,in,IN,PP,VBD1VP1S0PP0,0,ARGM-MNR
410,hauled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
411,hauled,VBD,four,CD,NP,VBD1VP0NP0,1,ARG1
412,hauled,VBD,for,IN,PP-PRP,VBD1VP0PP-PRP0,1,ARGM-PNC
413,drooled,VBD,After,IN,PP-TMP,VBD1VP1S0PP-TMP0,0,ARGM-TMP
414,drooled,VBD,Fortune,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
415,drooled,VBD,like,IN,PP-MNR,VBD1VP0PP-MNR0,1,ARGM-MNR
416,drooled,VBD,over,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-over
417,pointed,VBD,*-1,-NONE-,S-ADV,VBD1VP1S0S-ADV0,0,ARGM-ADV
418,pointed,VBD,the,DT,NP-SBJ-1,VBD1VP1S0NP-SBJ-10,0,ARG0
